timestep,tpm,final_tpm,final_nopm
1,0,107123,46720
2,253032,107123,46720
3,254346,107123,46720
4,242136,107123,46720
5,213810,107123,46720
6,138288,107123,46720
7,188502,107123,46720
8,190734,107123,46720
9,169656,107123,46720
10,77484,107123,46720
11,100536,107123,46720
12,158796,107123,46720
13,115800,107123,46720
14,158520,107123,46720
15,201816,107123,46720
16,100950,107123,46720
17,167460,107123,46720
18,85764,107123,46720
19,114186,107123,46720
20,33630,107123,46720
21,121218,107123,46720
22,114666,107123,46720
23,143748,107123,46720
24,58812,107123,46720
25,85992,107123,46720
26,149598,107123,46720
27,112680,107123,46720
28,39186,107123,46720
29,104718,107123,46720
30,75942,107123,46720
31,72774,107123,46720
