timestep,tpm,final_tpm,final_nopm
1,0,127469,55617
2,131748,127469,55617
3,160170,127469,55617
4,169680,127469,55617
5,124428,127469,55617
6,119376,127469,55617
7,106620,127469,55617
8,90936,127469,55617
9,79926,127469,55617
10,81768,127469,55617
11,72978,127469,55617
12,88764,127469,55617
13,114954,127469,55617
14,137616,127469,55617
15,168954,127469,55617
16,104634,127469,55617
17,140580,127469,55617
18,173286,127469,55617
19,146622,127469,55617
20,102360,127469,55617
21,74106,127469,55617
22,118416,127469,55617
23,163680,127469,55617
24,144438,127469,55617
25,123462,127469,55617
26,155958,127469,55617
27,113736,127469,55617
28,104490,127469,55617
29,122880,127469,55617
30,123612,127469,55617
31,82758,127469,55617
