timestep,tpm,final_tpm,final_nopm
1,0,52345,22617
2,194694,52345,22617
3,132054,52345,22617
4,131676,52345,22617
5,143322,52345,22617
6,152712,52345,22617
7,167274,52345,22617
8,98406,52345,22617
9,21432,52345,22617
10,49968,52345,22617
11,33252,52345,22617
12,35226,52345,22617
13,151986,52345,22617
14,31422,52345,22617
15,79452,52345,22617
16,43758,52345,22617
17,72960,52345,22617
18,32838,52345,22617
19,31470,52345,22617
20,84288,52345,22617
21,53856,52345,22617
22,45738,52345,22617
23,46788,52345,22617
24,63978,52345,22617
25,55080,52345,22617
26,37506,52345,22617
27,55188,52345,22617
28,32088,52345,22617
29,29628,52345,22617
30,108918,52345,22617
31,35934,52345,22617
32,31146,52345,22617
33,72570,52345,22617
