timestep,tpm,final_tpm,final_nopm
1,0,55424,24080
2,98886,55424,24080
3,72672,55424,24080
4,125178,55424,24080
5,36006,55424,24080
6,28920,55424,24080
7,71592,55424,24080
8,45888,55424,24080
9,90936,55424,24080
10,33582,55424,24080
11,33426,55424,24080
12,81096,55424,24080
13,36858,55424,24080
14,67818,55424,24080
15,53790,55424,24080
16,28926,55424,24080
17,62502,55424,24080
18,50088,55424,24080
19,38142,55424,24080
20,78522,55424,24080
21,41100,55424,24080
22,101286,55424,24080
23,32124,55424,24080
24,68208,55424,24080
25,62142,55424,24080
26,79722,55424,24080
27,33072,55424,24080
28,37764,55424,24080
29,61926,55424,24080
30,34956,55424,24080
31,68178,55424,24080
32,28956,55424,24080
33,69702,55424,24080
