timestep,tpm,final_tpm,final_nopm
1,0,108232,46655
2,99894,108232,46655
3,131520,108232,46655
4,119520,108232,46655
5,104028,108232,46655
6,103134,108232,46655
7,120294,108232,46655
8,122502,108232,46655
9,120744,108232,46655
10,117522,108232,46655
11,122916,108232,46655
12,116442,108232,46655
13,116706,108232,46655
14,128430,108232,46655
15,112122,108232,46655
16,105306,108232,46655
17,116760,108232,46655
18,111882,108232,46655
19,115692,108232,46655
20,111810,108232,46655
21,95982,108232,46655
22,82380,108232,46655
23,103632,108232,46655
24,94440,108232,46655
25,111252,108232,46655
26,112140,108232,46655
27,105768,108232,46655
28,104934,108232,46655
29,114186,108232,46655
30,109140,108232,46655
31,112038,108232,46655
