timestep,tpm,final_tpm,final_nopm
1,0,102511,44180
2,84432,102511,44180
3,111390,102511,44180
4,104598,102511,44180
5,100278,102511,44180
6,106116,102511,44180
7,101520,102511,44180
8,99492,102511,44180
9,108102,102511,44180
10,103830,102511,44180
11,98682,102511,44180
12,105138,102511,44180
13,108606,102511,44180
14,103158,102511,44180
15,107028,102511,44180
16,103854,102511,44180
17,100272,102511,44180
18,105852,102511,44180
19,105654,102511,44180
20,99546,102511,44180
21,107052,102511,44180
22,107004,102511,44180
23,99942,102511,44180
24,76926,102511,44180
25,100932,102511,44180
26,104208,102511,44180
27,108648,102511,44180
28,105714,102511,44180
29,96996,102511,44180
30,107682,102511,44180
31,106758,102511,44180
