timestep,tpm,final_tpm,final_nopm
1,0,90076,38747
2,88986,90076,38747
3,95640,90076,38747
4,98016,90076,38747
5,98538,90076,38747
6,89574,90076,38747
7,98496,90076,38747
8,91326,90076,38747
9,81654,90076,38747
10,94044,90076,38747
11,89784,90076,38747
12,90678,90076,38747
13,87390,90076,38747
14,92970,90076,38747
15,83418,90076,38747
16,91284,90076,38747
17,90948,90076,38747
18,86268,90076,38747
19,81918,90076,38747
20,93876,90076,38747
21,92892,90076,38747
22,97782,90076,38747
23,92706,90076,38747
24,87648,90076,38747
25,89658,90076,38747
26,95496,90076,38747
27,90570,90076,38747
28,91704,90076,38747
29,86466,90076,38747
30,82626,90076,38747
31,95202,90076,38747
