timestep,tpm,final_tpm,final_nopm
1,0,131734,56541
2,112026,131734,56541
3,152376,131734,56541
4,134448,131734,56541
5,119766,131734,56541
6,123444,131734,56541
7,130254,131734,56541
8,131418,131734,56541
9,121206,131734,56541
10,128400,131734,56541
11,118812,131734,56541
12,122940,131734,56541
13,122316,131734,56541
14,128490,131734,56541
15,135402,131734,56541
16,121800,131734,56541
17,126594,131734,56541
18,122442,131734,56541
19,133146,131734,56541
20,120912,131734,56541
21,133686,131734,56541
22,123390,131734,56541
23,129144,131734,56541
24,126564,131734,56541
25,133236,131734,56541
26,131148,131734,56541
27,127950,131734,56541
28,132390,131734,56541
29,133194,131734,56541
30,152424,131734,56541
31,163536,131734,56541
