timestep,tpm,final_tpm,final_nopm
1,0,122295,52760
2,107550,122295,52760
3,153504,122295,52760
4,136224,122295,52760
5,124284,122295,52760
6,112614,122295,52760
7,124044,122295,52760
8,130062,122295,52760
9,120456,122295,52760
10,129012,122295,52760
11,122022,122295,52760
12,116142,122295,52760
13,123792,122295,52760
14,122280,122295,52760
15,120090,122295,52760
16,117762,122295,52760
17,125778,122295,52760
18,120888,122295,52760
19,121548,122295,52760
20,122430,122295,52760
21,113736,122295,52760
22,122646,122295,52760
23,124494,122295,52760
24,111264,122295,52760
25,121488,122295,52760
26,119070,122295,52760
27,116676,122295,52760
28,126726,122295,52760
29,148668,122295,52760
30,128532,122295,52760
31,120474,122295,52760
