timestep,tpm,final_tpm,final_nopm
1,0,86931,37404
2,85080,86931,37404
3,100710,86931,37404
4,91116,86931,37404
5,95316,86931,37404
6,92406,86931,37404
7,83820,86931,37404
8,83064,86931,37404
9,85470,86931,37404
10,89934,86931,37404
11,80628,86931,37404
12,91644,86931,37404
13,90030,86931,37404
14,80184,86931,37404
15,88500,86931,37404
16,90780,86931,37404
17,81600,86931,37404
18,90192,86931,37404
19,87420,86931,37404
20,82602,86931,37404
21,87966,86931,37404
22,89136,86931,37404
23,86772,86931,37404
24,91680,86931,37404
25,90888,86931,37404
26,78600,86931,37404
27,87888,86931,37404
28,93888,86931,37404
29,82872,86931,37404
30,87288,86931,37404
31,88878,86931,37404
