timestep,tpm,final_tpm,final_nopm
1,0,121043,52156
2,117678,121043,52156
3,151776,121043,52156
4,120348,121043,52156
5,123954,121043,52156
6,112602,121043,52156
7,121068,121043,52156
8,122622,121043,52156
9,114072,121043,52156
10,123414,121043,52156
11,149430,121043,52156
12,143166,121043,52156
13,121152,121043,52156
14,141576,121043,52156
15,111822,121043,52156
16,121608,121043,52156
17,122172,121043,52156
18,110694,121043,52156
19,124380,121043,52156
20,119310,121043,52156
21,114936,121043,52156
22,122832,121043,52156
23,146622,121043,52156
24,126984,121043,52156
25,120486,121043,52156
26,121548,121043,52156
27,113292,121043,52156
28,119898,121043,52156
29,118020,121043,52156
30,109524,121043,52156
31,115746,121043,52156
