timestep,tpm,final_tpm,final_nopm
1,0,124836,53734
2,97248,124836,53734
3,161118,124836,53734
4,138456,124836,53734
5,120252,124836,53734
6,130908,124836,53734
7,115386,124836,53734
8,109656,124836,53734
9,124260,124836,53734
10,125112,124836,53734
11,124206,124836,53734
12,125928,124836,53734
13,132102,124836,53734
14,111288,124836,53734
15,128244,124836,53734
16,132756,124836,53734
17,119718,124836,53734
18,128682,124836,53734
19,124104,124836,53734
20,118434,124836,53734
21,121938,124836,53734
22,133188,124836,53734
23,111672,124836,53734
24,121998,124836,53734
25,124164,124836,53734
26,121020,124836,53734
27,121926,124836,53734
28,130548,124836,53734
29,136008,124836,53734
30,144234,124836,53734
31,120672,124836,53734
