timestep,tpm,final_tpm,final_nopm
1,0,99026,42723
2,90654,99026,42723
3,84486,99026,42723
4,105570,99026,42723
5,95322,99026,42723
6,102084,99026,42723
7,97962,99026,42723
8,95004,99026,42723
9,103134,99026,42723
10,105894,99026,42723
11,99138,99026,42723
12,103986,99026,42723
13,100326,99026,42723
14,95910,99026,42723
15,101136,99026,42723
16,100008,99026,42723
17,93606,99026,42723
18,103752,99026,42723
19,100530,99026,42723
20,97116,99026,42723
21,102540,99026,42723
22,100212,99026,42723
23,92220,99026,42723
24,101412,99026,42723
25,102402,99026,42723
26,100968,99026,42723
27,100824,99026,42723
28,99678,99026,42723
29,91458,99026,42723
30,100092,99026,42723
31,99078,99026,42723
