timestep,tpm,final_tpm,final_nopm
1,0,151808,65298
2,119004,151808,65298
3,175380,151808,65298
4,149712,151808,65298
5,137784,151808,65298
6,154278,151808,65298
7,148548,151808,65298
8,143280,151808,65298
9,155826,151808,65298
10,154326,151808,65298
11,153738,151808,65298
12,158082,151808,65298
13,179130,151808,65298
14,160482,151808,65298
15,164580,151808,65298
16,158142,151808,65298
17,144690,151808,65298
18,157596,151808,65298
19,154182,151808,65298
20,143112,151808,65298
21,152640,151808,65298
22,158724,151808,65298
23,152508,151808,65298
24,158544,151808,65298
25,144006,151808,65298
26,148740,151808,65298
27,144462,151808,65298
28,148956,151808,65298
29,150150,151808,65298
30,143472,151808,65298
31,147498,151808,65298
