timestep,tpm,final_tpm,final_nopm
1,0,138070,59341
2,112902,138070,59341
3,163404,138070,59341
4,132702,138070,59341
5,124392,138070,59341
6,131880,138070,59341
7,139728,138070,59341
8,129726,138070,59341
9,142176,138070,59341
10,133290,138070,59341
11,131904,138070,59341
12,143562,138070,59341
13,128496,138070,59341
14,124026,138070,59341
15,136728,138070,59341
16,138492,138070,59341
17,124932,138070,59341
18,131286,138070,59341
19,149580,138070,59341
20,167388,138070,59341
21,148896,138070,59341
22,137604,138070,59341
23,129276,138070,59341
24,133134,138070,59341
25,135246,138070,59341
26,138228,138070,59341
27,136926,138070,59341
28,139044,138070,59341
29,139014,138070,59341
30,126990,138070,59341
31,153984,138070,59341
