timestep,tpm,final_tpm,final_nopm
1,0,54008,23483
2,138816,54008,23483
3,80604,54008,23483
4,35442,54008,23483
5,82068,54008,23483
6,81768,54008,23483
7,53814,54008,23483
8,33162,54008,23483
9,82548,54008,23483
10,31044,54008,23483
11,84870,54008,23483
12,28896,54008,23483
13,73188,54008,23483
14,33006,54008,23483
15,48036,54008,23483
16,40716,54008,23483
17,38424,54008,23483
18,102564,54008,23483
19,38316,54008,23483
20,89004,54008,23483
21,43884,54008,23483
22,51474,54008,23483
23,67644,54008,23483
24,33696,54008,23483
25,58116,54008,23483
26,39402,54008,23483
27,73698,54008,23483
28,44628,54008,23483
29,67944,54008,23483
30,35298,54008,23483
31,64884,54008,23483
32,35352,54008,23483
33,19494,54008,23483
