timestep,tpm,final_tpm,final_nopm
1,0,88221,38077
2,63066,88221,38077
3,124002,88221,38077
4,119166,88221,38077
5,105108,88221,38077
6,118380,88221,38077
7,88896,88221,38077
8,66108,88221,38077
9,69048,88221,38077
10,92928,88221,38077
11,83148,88221,38077
12,83514,88221,38077
13,66714,88221,38077
14,52302,88221,38077
15,46908,88221,38077
16,58188,88221,38077
17,72666,88221,38077
18,74052,88221,38077
19,77346,88221,38077
20,82962,88221,38077
21,100578,88221,38077
22,123234,88221,38077
23,85734,88221,38077
24,81216,88221,38077
25,97578,88221,38077
26,127512,88221,38077
27,133254,88221,38077
28,129084,88221,38077
29,124338,88221,38077
30,79068,88221,38077
31,58860,88221,38077
