timestep,tpm,final_tpm,final_nopm
1,0,67988,29650
2,40620,67988,29650
3,75426,67988,29650
4,95328,67988,29650
5,62364,67988,29650
6,66348,67988,29650
7,54900,67988,29650
8,70428,67988,29650
9,64236,67988,29650
10,24378,67988,29650
11,56904,67988,29650
12,62208,67988,29650
13,51060,67988,29650
14,43896,67988,29650
15,54324,67988,29650
16,75012,67988,29650
17,69018,67988,29650
18,51420,67988,29650
19,81972,67988,29650
20,51444,67988,29650
21,56148,67988,29650
22,74094,67988,29650
23,67938,67988,29650
24,28866,67988,29650
25,55986,67988,29650
26,71646,67988,29650
27,79824,67988,29650
28,58764,67988,29650
29,68544,67988,29650
30,119652,67988,29650
31,133482,67988,29650
