timestep,tpm,final_tpm,final_nopm
1,0,62667,27212
2,127746,62667,27212
3,71556,62667,27212
4,60810,62667,27212
5,86028,62667,27212
6,43308,62667,27212
7,61314,62667,27212
8,36522,62667,27212
9,74748,62667,27212
10,43134,62667,27212
11,66618,62667,27212
12,58272,62667,27212
13,50244,62667,27212
14,72468,62667,27212
15,72672,62667,27212
16,86796,62667,27212
17,54546,62667,27212
18,77508,62667,27212
19,110328,62667,27212
20,53004,62667,27212
21,95208,62667,27212
22,42870,62667,27212
23,38760,62667,27212
24,62376,62667,27212
25,51360,62667,27212
26,55602,62667,27212
27,20154,62667,27212
28,82674,62667,27212
29,33468,62667,27212
30,60156,62667,27212
31,62640,62667,27212
