timestep,tpm,final_tpm,final_nopm
1,0,42606,18552
2,75168,42606,18552
3,86244,42606,18552
4,101574,42606,18552
5,94530,42606,18552
6,88452,42606,18552
7,28638,42606,18552
8,54942,42606,18552
9,54954,42606,18552
10,20514,42606,18552
11,33456,42606,18552
12,27180,42606,18552
13,34008,42606,18552
14,68118,42606,18552
15,18762,42606,18552
16,20172,42606,18552
17,69444,42606,18552
18,22794,42606,18552
19,38610,42606,18552
20,27594,42606,18552
21,51708,42606,18552
22,41118,42606,18552
23,36618,42606,18552
24,79296,42606,18552
25,19242,42606,18552
26,32538,42606,18552
27,71880,42606,18552
28,28710,42606,18552
29,63522,42606,18552
30,36426,42606,18552
31,42774,42606,18552
