timestep,tpm,final_tpm,final_nopm
1,0,79252,34408
2,71820,79252,34408
3,79056,79252,34408
4,72600,79252,34408
5,50010,79252,34408
6,49308,79252,34408
7,83826,79252,34408
8,88764,79252,34408
9,63138,79252,34408
10,81540,79252,34408
11,98610,79252,34408
12,87396,79252,34408
13,77010,79252,34408
14,75372,79252,34408
15,70452,79252,34408
16,73512,79252,34408
17,61074,79252,34408
18,60858,79252,34408
19,67506,79252,34408
20,72102,79252,34408
21,77916,79252,34408
22,108558,79252,34408
23,71262,79252,34408
24,84756,79252,34408
25,106398,79252,34408
26,57792,79252,34408
27,102864,79252,34408
28,76506,79252,34408
29,85848,79252,34408
30,89922,79252,34408
