timestep,tpm,final_tpm,final_nopm
1,0,57064,24818
2,125790,57064,24818
3,117366,57064,24818
4,98400,57064,24818
5,7266,57064,24818
6,15888,57064,24818
7,49974,57064,24818
8,75978,57064,24818
9,57174,57064,24818
10,60984,57064,24818
11,66780,57064,24818
12,83472,57064,24818
13,63342,57064,24818
14,86790,57064,24818
15,45216,57064,24818
16,69282,57064,24818
17,42954,57064,24818
18,70686,57064,24818
19,85194,57064,24818
20,43752,57064,24818
21,84798,57064,24818
22,74634,57064,24818
23,41904,57064,24818
24,18330,57064,24818
25,24438,57064,24818
26,68544,57064,24818
27,31224,57064,24818
28,64848,57064,24818
29,37512,57064,24818
30,75246,57064,24818
31,99756,57064,24818
32,33684,57064,24818
33,81600,57064,24818
