timestep,tpm,final_tpm,final_nopm
1,0,58784,25582
2,118812,58784,25582
3,100770,58784,25582
4,35478,58784,25582
5,73128,58784,25582
6,31776,58784,25582
7,92838,58784,25582
8,37560,58784,25582
9,34968,58784,25582
10,83430,58784,25582
11,59814,58784,25582
12,104802,58784,25582
13,35832,58784,25582
14,43716,58784,25582
15,74508,58784,25582
16,55596,58784,25582
17,88782,58784,25582
18,31380,58784,25582
19,82362,58784,25582
20,48816,58784,25582
21,74160,58784,25582
22,37626,58784,25582
23,57432,58784,25582
24,52230,58784,25582
25,84078,58784,25582
26,40860,58784,25582
27,34446,58784,25582
28,83136,58784,25582
29,45546,58784,25582
30,94488,58784,25582
31,28446,58784,25582
32,25494,58784,25582
33,46332,58784,25582
