timestep,tpm,final_tpm,final_nopm
1,0,100083,43685
2,234612,100083,43685
3,226068,100083,43685
4,152454,100083,43685
5,211650,100083,43685
6,143856,100083,43685
7,183192,100083,43685
8,106434,100083,43685
9,121746,100083,43685
10,107490,100083,43685
11,123570,100083,43685
12,100650,100083,43685
13,202866,100083,43685
14,128292,100083,43685
15,191622,100083,43685
16,125754,100083,43685
17,127152,100083,43685
18,96354,100083,43685
19,68898,100083,43685
20,104622,100083,43685
21,55200,100083,43685
22,89040,100083,43685
23,36678,100083,43685
24,98292,100083,43685
25,71796,100083,43685
26,87672,100083,43685
27,91884,100083,43685
28,90714,100083,43685
29,133128,100083,43685
30,70560,100083,43685
31,160902,100083,43685
32,83946,100083,43685
