timestep,tpm,final_tpm,final_nopm
1,0,70858,30820
2,81858,70858,30820
3,100926,70858,30820
4,95886,70858,30820
5,84792,70858,30820
6,46746,70858,30820
7,30072,70858,30820
8,45462,70858,30820
9,60504,70858,30820
10,56634,70858,30820
11,60918,70858,30820
12,94362,70858,30820
13,62778,70858,30820
14,69378,70858,30820
15,112308,70858,30820
16,68568,70858,30820
17,69756,70858,30820
18,95946,70858,30820
19,56562,70858,30820
20,70614,70858,30820
21,75120,70858,30820
22,92160,70858,30820
23,110520,70858,30820
24,34992,70858,30820
25,59724,70858,30820
26,71100,70858,30820
27,85674,70858,30820
28,86694,70858,30820
29,46806,70858,30820
30,40872,70858,30820
