timestep,tpm,final_tpm,final_nopm
1,0,76820,33422
2,63864,76820,33422
3,100614,76820,33422
4,90564,76820,33422
5,62280,76820,33422
6,58638,76820,33422
7,32838,76820,33422
8,35580,76820,33422
9,41244,76820,33422
10,36984,76820,33422
11,55272,76820,33422
12,42786,76820,33422
13,46422,76820,33422
14,34884,76820,33422
15,64548,76820,33422
16,71226,76820,33422
17,57480,76820,33422
18,71514,76820,33422
19,93468,76820,33422
20,77376,76820,33422
21,87798,76820,33422
22,71394,76820,33422
23,112380,76820,33422
24,82740,76820,33422
25,113658,76820,33422
26,87522,76820,33422
27,65586,76820,33422
28,85398,76820,33422
29,103272,76820,33422
30,48498,76820,33422
31,66168,76820,33422
