timestep,tpm,final_tpm,final_nopm
1,0,70374,30829
2,52722,70374,30829
3,47364,70374,30829
4,84912,70374,30829
5,24660,70374,30829
6,68490,70374,30829
7,115686,70374,30829
8,49404,70374,30829
9,65796,70374,30829
10,71976,70374,30829
11,147570,70374,30829
12,60528,70374,30829
13,49740,70374,30829
14,99354,70374,30829
15,90660,70374,30829
16,80604,70374,30829
17,107862,70374,30829
18,64080,70374,30829
19,74352,70374,30829
20,98436,70374,30829
21,111570,70374,30829
22,46152,70374,30829
23,33492,70374,30829
24,45756,70374,30829
25,44376,70374,30829
26,64806,70374,30829
27,53790,70374,30829
28,60912,70374,30829
29,50598,70374,30829
30,105666,70374,30829
