timestep,tpm,final_tpm,final_nopm
1,0,38368,16695
2,51702,38368,16695
3,86844,38368,16695
4,24252,38368,16695
5,26628,38368,16695
6,71808,38368,16695
7,18822,38368,16695
8,31140,38368,16695
9,54180,38368,16695
10,21522,38368,16695
11,41496,38368,16695
12,47064,38368,16695
13,24852,38368,16695
14,63366,38368,16695
15,25542,38368,16695
16,20010,38368,16695
17,54672,38368,16695
18,23148,38368,16695
19,39930,38368,16695
20,42150,38368,16695
21,15912,38368,16695
22,32412,38368,16695
23,22038,38368,16695
24,23466,38368,16695
25,81930,38368,16695
26,17862,38368,16695
27,18312,38368,16695
28,32040,38368,16695
29,63396,38368,16695
30,37572,38368,16695
31,74088,38368,16695
32,20022,38368,16695
33,38562,38368,16695
