timestep,tpm,final_tpm,final_nopm
1,0,114949,49805
2,83406,114949,49805
3,52296,114949,49805
4,58254,114949,49805
5,124590,114949,49805
6,103566,114949,49805
7,61590,114949,49805
8,72420,114949,49805
9,75378,114949,49805
10,95784,114949,49805
11,95550,114949,49805
12,66684,114949,49805
13,83574,114949,49805
14,140160,114949,49805
15,130908,114949,49805
16,74826,114949,49805
17,70974,114949,49805
18,114552,114949,49805
19,151092,114949,49805
20,74784,114949,49805
21,74046,114949,49805
22,103284,114949,49805
23,144918,114949,49805
24,132738,114949,49805
25,112824,114949,49805
26,141210,114949,49805
27,121050,114949,49805
28,147654,114949,49805
29,123972,114949,49805
30,144102,114949,49805
31,76506,114949,49805
