timestep,tpm,final_tpm,final_nopm
1,0,37041,16166
2,52248,37041,16166
3,45156,37041,16166
4,21096,37041,16166
5,45306,37041,16166
6,52014,37041,16166
7,40986,37041,16166
8,77700,37041,16166
9,23916,37041,16166
10,32244,37041,16166
11,76722,37041,16166
12,31410,37041,16166
13,26166,37041,16166
14,76068,37041,16166
15,18996,37041,16166
16,20886,37041,16166
17,73494,37041,16166
18,21840,37041,16166
19,12474,37041,16166
20,70014,37041,16166
21,32472,37041,16166
22,19416,37041,16166
23,34224,37041,16166
24,29304,37041,16166
25,29238,37041,16166
26,61368,37041,16166
27,14502,37041,16166
28,46254,37041,16166
29,53670,37041,16166
30,27774,37041,16166
31,51426,37041,16166
