timestep,tpm,final_tpm,final_nopm
1,0,45318,19731
2,69858,45318,19731
3,65232,45318,19731
4,28314,45318,19731
5,29874,45318,19731
6,63072,45318,19731
7,28278,45318,19731
8,18390,45318,19731
9,64260,45318,19731
10,33174,45318,19731
11,22134,45318,19731
12,50598,45318,19731
13,16806,45318,19731
14,17706,45318,19731
15,58914,45318,19731
16,26640,45318,19731
17,50382,45318,19731
18,18534,45318,19731
19,37146,45318,19731
20,62760,45318,19731
21,46560,45318,19731
22,80922,45318,19731
23,25536,45318,19731
24,27042,45318,19731
25,72294,45318,19731
26,40392,45318,19731
27,93894,45318,19731
28,23850,45318,19731
29,26460,45318,19731
30,78222,45318,19731
31,25926,45318,19731
32,32466,45318,19731
