timestep,tpm,final_tpm,final_nopm
1,0,65572,28499
2,71424,65572,28499
3,171870,65572,28499
4,40122,65572,28499
5,146490,65572,28499
6,49854,65572,28499
7,171216,65572,28499
8,42354,65572,28499
9,165300,65572,28499
10,48174,65572,28499
11,115374,65572,28499
12,75606,65572,28499
13,96366,65572,28499
14,86760,65572,28499
15,62850,65572,28499
16,116946,65572,28499
17,58506,65572,28499
18,66438,65572,28499
19,41328,65572,28499
20,58980,65572,28499
21,58242,65572,28499
22,55392,65572,28499
23,34782,65572,28499
24,57588,65572,28499
25,95946,65572,28499
26,44070,65572,28499
27,58140,65572,28499
28,62892,65572,28499
29,65430,65572,28499
30,88314,65572,28499
31,73722,65572,28499
