timestep,tpm,final_tpm,final_nopm
1,0,5032,2222
2,2706,5032,2222
3,5322,5032,2222
4,5520,5032,2222
5,5424,5032,2222
6,4626,5032,2222
7,4746,5032,2222
8,4416,5032,2222
9,1896,5032,2222
10,3216,5032,2222
11,3756,5032,2222
12,3396,5032,2222
13,4074,5032,2222
14,4074,5032,2222
15,2856,5032,2222
16,576,5032,2222
17,3048,5032,2222
18,3444,5032,2222
19,3276,5032,2222
20,4560,5032,2222
21,4272,5032,2222
22,4512,5032,2222
23,4830,5032,2222
24,3276,5032,2222
25,3828,5032,2222
26,4812,5032,2222
27,4020,5032,2222
28,1002,5032,2222
29,2784,5032,2222
30,1566,5032,2222
31,5388,5032,2222
32,1890,5032,2222
33,2028,5032,2222
34,1506,5032,2222
35,1014,5032,2222
36,618,5032,2222
37,1404,5032,2222
38,3576,5032,2222
39,3984,5032,2222
40,3714,5032,2222
41,3162,5032,2222
42,3690,5032,2222
43,3924,5032,2222
44,4230,5032,2222
45,2586,5032,2222
46,2640,5032,2222
47,1992,5032,2222
48,2352,5032,2222
49,1974,5032,2222
50,2424,5032,2222
51,2562,5032,2222
52,3426,5032,2222
53,3348,5032,2222
54,2568,5032,2222
55,2358,5032,2222
56,780,5032,2222
57,618,5032,2222
58,1878,5032,2222
59,300,5032,2222
60,2490,5032,2222
61,1506,5032,2222
62,1392,5032,2222
63,444,5032,2222
64,492,5032,2222
65,786,5032,2222
66,1848,5032,2222
67,1908,5032,2222
68,2208,5032,2222
69,1452,5032,2222
70,6,5032,2222
71,990,5032,2222
72,1326,5032,2222
73,1074,5032,2222
74,306,5032,2222
75,1992,5032,2222
76,1548,5032,2222
77,972,5032,2222
78,1188,5032,2222
79,1896,5032,2222
80,762,5032,2222
81,1866,5032,2222
82,1272,5032,2222
83,2010,5032,2222
84,1662,5032,2222
85,1146,5032,2222
86,2922,5032,2222
87,1272,5032,2222
88,2358,5032,2222
89,1680,5032,2222
90,1908,5032,2222
91,1434,5032,2222
92,2256,5032,2222
93,624,5032,2222
94,1932,5032,2222
95,774,5032,2222
96,540,5032,2222
97,984,5032,2222
98,2070,5032,2222
99,1620,5032,2222
100,2244,5032,2222
101,1494,5032,2222
102,1692,5032,2222
103,2484,5032,2222
104,1116,5032,2222
105,1884,5032,2222
106,1464,5032,2222
107,6,5032,2222
108,2370,5032,2222
109,2058,5032,2222
110,630,5032,2222
111,1830,5032,2222
112,2400,5032,2222
113,888,5032,2222
114,1662,5032,2222
115,2088,5032,2222
116,1866,5032,2222
117,2058,5032,2222
118,660,5032,2222
119,894,5032,2222
120,696,5032,2222
