timestep,tpm,final_tpm,final_nopm
1,0,56975,24752
2,128916,56975,24752
3,155610,56975,24752
4,56166,56975,24752
5,39462,56975,24752
6,58902,56975,24752
7,48780,56975,24752
8,46332,56975,24752
9,64038,56975,24752
10,64404,56975,24752
11,66264,56975,24752
12,46110,56975,24752
13,84114,56975,24752
14,68484,56975,24752
15,51354,56975,24752
16,71118,56975,24752
17,45990,56975,24752
18,55758,56975,24752
19,49350,56975,24752
20,58284,56975,24752
21,43608,56975,24752
22,70302,56975,24752
23,46230,56975,24752
24,71346,56975,24752
25,85056,56975,24752
26,49020,56975,24752
27,50238,56975,24752
28,72438,56975,24752
29,45768,56975,24752
30,55128,56975,24752
31,39636,56975,24752
32,70890,56975,24752
33,21732,56975,24752
