timestep,tpm,final_tpm,final_nopm
1,0,64468,27930
2,83868,64468,27930
3,87420,64468,27930
4,87438,64468,27930
5,86034,64468,27930
6,67050,64468,27930
7,97110,64468,27930
8,106248,64468,27930
9,80448,64468,27930
10,63900,64468,27930
11,58272,64468,27930
12,79470,64468,27930
13,83550,64468,27930
14,74112,64468,27930
15,44706,64468,27930
16,62196,64468,27930
17,59124,64468,27930
18,61902,64468,27930
19,51786,64468,27930
20,65136,64468,27930
21,71718,64468,27930
22,63288,64468,27930
23,72402,64468,27930
24,58674,64468,27930
25,72612,64468,27930
26,94548,64468,27930
27,84972,64468,27930
28,81846,64468,27930
29,50352,64468,27930
30,41382,64468,27930
31,53292,64468,27930
32,56028,64468,27930
