timestep,tpm,final_tpm,final_nopm
1,0,132793,57640
2,100020,132793,57640
3,151296,132793,57640
4,145554,132793,57640
5,143106,132793,57640
6,107052,132793,57640
7,111828,132793,57640
8,109614,132793,57640
9,150066,132793,57640
10,122520,132793,57640
11,115656,132793,57640
12,135684,132793,57640
13,120462,132793,57640
14,139416,132793,57640
15,129984,132793,57640
16,118830,132793,57640
17,136008,132793,57640
18,131778,132793,57640
19,114156,132793,57640
20,145452,132793,57640
21,147222,132793,57640
22,121218,132793,57640
23,117240,132793,57640
24,144744,132793,57640
25,124194,132793,57640
26,127344,132793,57640
27,148560,132793,57640
28,107106,132793,57640
29,142836,132793,57640
30,154416,132793,57640
31,150012,132793,57640
