timestep,tpm,final_tpm,final_nopm
1,0,78167,33991
2,128988,78167,33991
3,167790,78167,33991
4,166578,78167,33991
5,173256,78167,33991
6,145572,78167,33991
7,160530,78167,33991
8,153606,78167,33991
9,135408,78167,33991
10,160872,78167,33991
11,163380,78167,33991
12,79314,78167,33991
13,83700,78167,33991
14,86808,78167,33991
15,83064,78167,33991
16,85176,78167,33991
17,83880,78167,33991
18,73920,78167,33991
19,78714,78167,33991
20,73776,78167,33991
21,73890,78167,33991
22,80856,78167,33991
23,82698,78167,33991
24,74622,78167,33991
25,83802,78167,33991
26,83526,78167,33991
27,69582,78167,33991
28,81546,78167,33991
29,71490,78167,33991
30,72078,78167,33991
31,70566,78167,33991
