timestep,tpm,final_tpm,final_nopm
1,0,166206,71997
2,127002,166206,71997
3,236688,166206,71997
4,232332,166206,71997
5,158226,166206,71997
6,171456,166206,71997
7,206730,166206,71997
8,191376,166206,71997
9,206538,166206,71997
10,187164,166206,71997
11,164502,166206,71997
12,161592,166206,71997
13,161004,166206,71997
14,161292,166206,71997
15,179790,166206,71997
16,169500,166206,71997
17,146748,166206,71997
18,144300,166206,71997
19,151788,166206,71997
20,178644,166206,71997
21,168978,166206,71997
22,173370,166206,71997
23,180096,166206,71997
24,185784,166206,71997
25,153510,166206,71997
26,165168,166206,71997
27,184890,166206,71997
28,164112,166206,71997
29,156354,166206,71997
30,164898,166206,71997
31,163908,166206,71997
