timestep,tpm,final_tpm,final_nopm
1,0,228354,99169
2,218424,228354,99169
3,161664,228354,99169
4,153234,228354,99169
5,135570,228354,99169
6,273084,228354,99169
7,244956,228354,99169
8,212724,228354,99169
9,212598,228354,99169
10,194388,228354,99169
11,172134,228354,99169
12,222618,228354,99169
13,221604,228354,99169
14,210516,228354,99169
15,224898,228354,99169
16,210210,228354,99169
17,195096,228354,99169
18,169854,228354,99169
19,214950,228354,99169
20,242202,228354,99169
21,238518,228354,99169
22,252414,228354,99169
23,242172,228354,99169
24,252618,228354,99169
25,263388,228354,99169
26,213270,228354,99169
27,226176,228354,99169
28,252594,228354,99169
29,240108,228354,99169
30,217230,228354,99169
31,238680,228354,99169
