timestep,tpm,final_tpm,final_nopm
1,0,250653,108965
2,77490,250653,108965
3,142242,250653,108965
4,228606,250653,108965
5,193758,250653,108965
6,200946,250653,108965
7,280632,250653,108965
8,267300,250653,108965
9,230922,250653,108965
10,184656,250653,108965
11,183108,250653,108965
12,237288,250653,108965
13,272574,250653,108965
14,337488,250653,108965
15,319590,250653,108965
16,278748,250653,108965
17,260082,250653,108965
18,205392,250653,108965
19,174450,250653,108965
20,192546,250653,108965
21,244380,250653,108965
22,239676,250653,108965
23,261816,250653,108965
24,302202,250653,108965
25,293532,250653,108965
26,293256,250653,108965
27,169926,250653,108965
28,207036,250653,108965
29,185310,250653,108965
30,250962,250653,108965
31,303006,250653,108965
32,270168,250653,108965
