timestep,tpm,final_tpm,final_nopm
1,0,160361,69806
2,96846,160361,69806
3,168168,160361,69806
4,145680,160361,69806
5,174984,160361,69806
6,170094,160361,69806
7,149802,160361,69806
8,143550,160361,69806
9,167466,160361,69806
10,160110,160361,69806
11,164736,160361,69806
12,180480,160361,69806
13,162804,160361,69806
14,161154,160361,69806
15,153426,160361,69806
16,160392,160361,69806
17,175530,160361,69806
18,159192,160361,69806
19,161904,160361,69806
20,153528,160361,69806
21,165558,160361,69806
22,135804,160361,69806
23,140226,160361,69806
24,169248,160361,69806
25,171876,160361,69806
26,158532,160361,69806
27,167862,160361,69806
28,171840,160361,69806
29,167586,160361,69806
30,167904,160361,69806
31,145554,160361,69806
