timestep,tpm,final_tpm,final_nopm
1,0,133293,57658
2,85074,133293,57658
3,152250,133293,57658
4,141564,133293,57658
5,145794,133293,57658
6,118116,133293,57658
7,137016,133293,57658
8,151500,133293,57658
9,140094,133293,57658
10,139122,133293,57658
11,150924,133293,57658
12,155322,133293,57658
13,144144,133293,57658
14,145866,133293,57658
15,129822,133293,57658
16,136020,133293,57658
17,99048,133293,57658
18,140904,133293,57658
19,137814,133293,57658
20,147462,133293,57658
21,125880,133293,57658
22,141828,133293,57658
23,134634,133293,57658
24,132258,133293,57658
25,125436,133293,57658
26,138948,133293,57658
27,111300,133293,57658
28,142212,133293,57658
29,131004,133293,57658
30,128502,133293,57658
31,150930,133293,57658
