timestep,tpm,final_tpm,final_nopm
1,0,131157,57030
2,82332,131157,57030
3,143040,131157,57030
4,129876,131157,57030
5,128544,131157,57030
6,113112,131157,57030
7,121356,131157,57030
8,139176,131157,57030
9,137202,131157,57030
10,139512,131157,57030
11,137502,131157,57030
12,149010,131157,57030
13,113790,131157,57030
14,141288,131157,57030
15,143274,131157,57030
16,132564,131157,57030
17,132078,131157,57030
18,111552,131157,57030
19,133452,131157,57030
20,131748,131157,57030
21,113940,131157,57030
22,142608,131157,57030
23,144354,131157,57030
24,133404,131157,57030
25,116940,131157,57030
26,142980,131157,57030
27,123870,131157,57030
28,130452,131157,57030
29,126552,131157,57030
30,118626,131157,57030
31,143016,131157,57030
