timestep,tpm,final_tpm,final_nopm
1,0,123916,53916
2,165330,123916,53916
3,168996,123916,53916
4,141252,123916,53916
5,134286,123916,53916
6,179292,123916,53916
7,129462,123916,53916
8,176070,123916,53916
9,159384,123916,53916
10,185298,123916,53916
11,159888,123916,53916
12,161220,123916,53916
13,135708,123916,53916
14,154008,123916,53916
15,159414,123916,53916
16,81642,123916,53916
17,116508,123916,53916
18,139776,123916,53916
19,68718,123916,53916
20,163134,123916,53916
21,117822,123916,53916
22,100548,123916,53916
23,69414,123916,53916
24,152724,123916,53916
25,140520,123916,53916
26,115830,123916,53916
27,143196,123916,53916
28,126732,123916,53916
29,109062,123916,53916
30,128442,123916,53916
31,151104,123916,53916
