timestep,tpm,final_tpm,final_nopm
1,0,73618,32370
2,77508,73618,32370
3,87564,73618,32370
4,71778,73618,32370
5,84906,73618,32370
6,75960,73618,32370
7,63846,73618,32370
8,88608,73618,32370
9,79338,73618,32370
10,81198,73618,32370
11,68652,73618,32370
12,65916,73618,32370
13,80184,73618,32370
14,70440,73618,32370
15,85686,73618,32370
16,78492,73618,32370
17,65790,73618,32370
18,80160,73618,32370
19,61986,73618,32370
20,86748,73618,32370
21,76674,73618,32370
22,79830,73618,32370
23,70902,73618,32370
24,72474,73618,32370
25,57774,73618,32370
26,71466,73618,32370
27,84060,73618,32370
28,73758,73618,32370
29,65364,73618,32370
30,80424,73618,32370
31,61170,73618,32370
32,69156,73618,32370
