timestep,tpm,final_tpm,final_nopm
1,0,82999,36732
2,82158,82999,36732
3,93654,82999,36732
4,85740,82999,36732
5,91830,82999,36732
6,91956,82999,36732
7,87732,82999,36732
8,88914,82999,36732
9,91650,82999,36732
10,83004,82999,36732
11,85056,82999,36732
12,89148,82999,36732
13,86598,82999,36732
14,83760,82999,36732
15,84138,82999,36732
16,84180,82999,36732
17,81060,82999,36732
18,93732,82999,36732
19,74256,82999,36732
20,84990,82999,36732
21,83406,82999,36732
22,86538,82999,36732
23,86310,82999,36732
24,74688,82999,36732
25,86142,82999,36732
26,89418,82999,36732
27,85662,82999,36732
28,83694,82999,36732
29,82338,82999,36732
30,54696,82999,36732
31,102648,82999,36732
