timestep,tpm,final_tpm,final_nopm
1,0,89694,39193
2,94914,89694,39193
3,95904,89694,39193
4,98676,89694,39193
5,98364,89694,39193
6,91932,89694,39193
7,90456,89694,39193
8,89100,89694,39193
9,90810,89694,39193
10,94950,89694,39193
11,86358,89694,39193
12,90798,89694,39193
13,89148,89694,39193
14,94764,89694,39193
15,86310,89694,39193
16,91290,89694,39193
17,84828,89694,39193
18,96480,89694,39193
19,93318,89694,39193
20,88956,89694,39193
21,93078,89694,39193
22,87324,89694,39193
23,89454,89694,39193
24,90840,89694,39193
25,94458,89694,39193
26,87354,89694,39193
27,86028,89694,39193
28,90096,89694,39193
29,92166,89694,39193
30,92526,89694,39193
31,86148,89694,39193
