timestep,tpm,final_tpm,final_nopm
1,0,81056,35439
2,79596,81056,35439
3,76938,81056,35439
4,86058,81056,35439
5,93276,81056,35439
6,68226,81056,35439
7,88818,81056,35439
8,86184,81056,35439
9,77922,81056,35439
10,87894,81056,35439
11,81138,81056,35439
12,80094,81056,35439
13,69414,81056,35439
14,73914,81056,35439
15,93336,81056,35439
16,82062,81056,35439
17,95658,81056,35439
18,82038,81056,35439
19,79860,81056,35439
20,58458,81056,35439
21,83472,81056,35439
22,95448,81056,35439
23,86430,81056,35439
24,83598,81056,35439
25,84708,81056,35439
26,75336,81056,35439
27,68520,81056,35439
28,80784,81056,35439
29,88914,81056,35439
30,76134,81056,35439
31,73908,81056,35439
