timestep,tpm,final_tpm,final_nopm
1,0,83328,36597
2,81636,83328,36597
3,94362,83328,36597
4,97356,83328,36597
5,89880,83328,36597
6,92820,83328,36597
7,95424,83328,36597
8,89466,83328,36597
9,89502,83328,36597
10,92718,83328,36597
11,88074,83328,36597
12,94908,83328,36597
13,90048,83328,36597
14,90540,83328,36597
15,92766,83328,36597
16,83772,83328,36597
17,80976,83328,36597
18,82320,83328,36597
19,89730,83328,36597
20,83208,83328,36597
21,79602,83328,36597
22,83004,83328,36597
23,75426,83328,36597
24,77298,83328,36597
25,85452,83328,36597
26,79380,83328,36597
27,86262,83328,36597
28,80592,83328,36597
29,79656,83328,36597
30,87816,83328,36597
31,75588,83328,36597
32,84246,83328,36597
