timestep,tpm,final_tpm,final_nopm
1,0,86881,38234
2,83124,86881,38234
3,148080,86881,38234
4,102642,86881,38234
5,97830,86881,38234
6,91968,86881,38234
7,85272,86881,38234
8,91506,86881,38234
9,95214,86881,38234
10,91260,86881,38234
11,92340,86881,38234
12,89940,86881,38234
13,93132,86881,38234
14,89298,86881,38234
15,86064,86881,38234
16,77286,86881,38234
17,92904,86881,38234
18,91710,86881,38234
19,88146,86881,38234
20,91176,86881,38234
21,86262,86881,38234
22,94056,86881,38234
23,80322,86881,38234
24,88608,86881,38234
25,84354,86881,38234
26,91398,86881,38234
27,89094,86881,38234
28,89904,86881,38234
29,82890,86881,38234
30,76428,86881,38234
31,83700,86881,38234
32,93000,86881,38234
33,18018,86881,38234
34,0,86881,38234
