timestep,tpm,final_tpm,final_nopm
1,0,77374,34096
2,70944,77374,34096
3,83982,77374,34096
4,86070,77374,34096
5,82866,77374,34096
6,89250,77374,34096
7,75000,77374,34096
8,88164,77374,34096
9,85488,77374,34096
10,84414,77374,34096
11,81366,77374,34096
12,84696,77374,34096
13,81378,77374,34096
14,70236,77374,34096
15,88386,77374,34096
16,75864,77374,34096
17,70836,77374,34096
18,85110,77374,34096
19,71844,77374,34096
20,72312,77374,34096
21,80832,77374,34096
22,73878,77374,34096
23,84048,77374,34096
24,77370,77374,34096
25,80376,77374,34096
26,77190,77374,34096
27,82422,77374,34096
28,75552,77374,34096
29,81120,77374,34096
30,68916,77374,34096
31,67998,77374,34096
32,83694,77374,34096
