timestep,tpm,final_tpm,final_nopm
1,0,45481,20295
2,68724,45481,20295
3,56214,45481,20295
4,53034,45481,20295
5,44022,45481,20295
6,44370,45481,20295
7,44352,45481,20295
8,41886,45481,20295
9,50808,45481,20295
10,48798,45481,20295
11,47754,45481,20295
12,45192,45481,20295
13,44556,45481,20295
14,44550,45481,20295
15,48120,45481,20295
16,45456,45481,20295
17,47664,45481,20295
18,45216,45481,20295
19,42954,45481,20295
20,46446,45481,20295
21,49104,45481,20295
22,45342,45481,20295
23,44340,45481,20295
24,46680,45481,20295
25,40830,45481,20295
26,49704,45481,20295
27,46362,45481,20295
28,43272,45481,20295
29,48066,45481,20295
30,42546,45481,20295
31,46986,45481,20295
32,33006,45481,20295
