timestep,tpm,final_tpm,final_nopm
1,0,70137,30762
2,84876,70137,30762
3,71700,70137,30762
4,82632,70137,30762
5,58824,70137,30762
6,84084,70137,30762
7,61224,70137,30762
8,88476,70137,30762
9,82338,70137,30762
10,66228,70137,30762
11,73884,70137,30762
12,71598,70137,30762
13,74778,70137,30762
14,57888,70137,30762
15,79248,70137,30762
16,64638,70137,30762
17,68898,70137,30762
18,66060,70137,30762
19,77166,70137,30762
20,64386,70137,30762
21,84012,70137,30762
22,69306,70137,30762
23,72912,70137,30762
24,48648,70137,30762
25,90588,70137,30762
26,68250,70137,30762
27,81648,70137,30762
28,81270,70137,30762
29,59214,70137,30762
30,77868,70137,30762
31,54276,70137,30762
