timestep,tpm,final_tpm,final_nopm
1,0,32992,14649
2,22362,32992,14649
3,38196,32992,14649
4,32706,32992,14649
5,11364,32992,14649
6,34170,32992,14649
7,41766,32992,14649
8,40866,32992,14649
9,32760,32992,14649
10,34764,32992,14649
11,32748,32992,14649
12,34278,32992,14649
13,32532,32992,14649
14,34698,32992,14649
15,35934,32992,14649
16,35232,32992,14649
17,34920,32992,14649
18,33558,32992,14649
19,31932,32992,14649
20,36906,32992,14649
21,31446,32992,14649
22,31140,32992,14649
23,32820,32992,14649
24,29586,32992,14649
25,31470,32992,14649
26,33984,32992,14649
27,30804,32992,14649
28,32862,32992,14649
29,33102,32992,14649
30,38598,32992,14649
31,29538,32992,14649
32,28752,32992,14649
