timestep,tpm,final_tpm,final_nopm
1,0,61247,26687
2,49848,61247,26687
3,67662,61247,26687
4,68652,61247,26687
5,63948,61247,26687
6,63300,61247,26687
7,60762,61247,26687
8,64980,61247,26687
9,60150,61247,26687
10,61068,61247,26687
11,65238,61247,26687
12,67788,61247,26687
13,64266,61247,26687
14,61848,61247,26687
15,63528,61247,26687
16,60474,61247,26687
17,64626,61247,26687
18,60732,61247,26687
19,59358,61247,26687
20,61794,61247,26687
21,55692,61247,26687
22,64494,61247,26687
23,58440,61247,26687
24,65802,61247,26687
25,63894,61247,26687
26,65046,61247,26687
27,61086,61247,26687
28,62994,61247,26687
29,60642,61247,26687
30,60276,61247,26687
31,59376,61247,26687
