timestep,tpm,final_tpm,final_nopm
1,0,84487,36454
2,70404,84487,36454
3,131496,84487,36454
4,86082,84487,36454
5,99780,84487,36454
6,83868,84487,36454
7,76302,84487,36454
8,88746,84487,36454
9,88998,84487,36454
10,81510,84487,36454
11,79086,84487,36454
12,91272,84487,36454
13,90600,84487,36454
14,77112,84487,36454
15,82386,84487,36454
16,100050,84487,36454
17,83862,84487,36454
18,77274,84487,36454
19,92064,84487,36454
20,98664,84487,36454
21,78498,84487,36454
22,79056,84487,36454
23,89094,84487,36454
24,96744,84487,36454
25,81492,84487,36454
26,76470,84487,36454
27,77028,84487,36454
28,80526,84487,36454
29,96978,84487,36454
30,83868,84487,36454
31,73578,84487,36454
