timestep,tpm,final_tpm,final_nopm
1,0,29067,12507
2,45420,29067,12507
3,35142,29067,12507
4,35712,29067,12507
5,33138,29067,12507
6,28488,29067,12507
7,30636,29067,12507
8,26238,29067,12507
9,31794,29067,12507
10,29958,29067,12507
11,31968,29067,12507
12,31398,29067,12507
13,31446,29067,12507
14,30390,29067,12507
15,29082,29067,12507
16,31050,29067,12507
17,29724,29067,12507
18,29880,29067,12507
19,31362,29067,12507
20,30222,29067,12507
21,28470,29067,12507
22,30966,29067,12507
23,29460,29067,12507
24,26508,29067,12507
25,29706,29067,12507
26,28386,29067,12507
27,27870,29067,12507
28,28338,29067,12507
29,27504,29067,12507
30,29826,29067,12507
31,27642,29067,12507
