timestep,tpm,final_tpm,final_nopm
1,0,86831,37853
2,86706,86831,37853
3,86298,86831,37853
4,92508,86831,37853
5,83664,86831,37853
6,78756,86831,37853
7,89904,86831,37853
8,91284,86831,37853
9,90078,86831,37853
10,83628,86831,37853
11,89268,86831,37853
12,84522,86831,37853
13,93522,86831,37853
14,94500,86831,37853
15,88206,86831,37853
16,89412,86831,37853
17,87234,86831,37853
18,71856,86831,37853
19,92166,86831,37853
20,95064,86831,37853
21,87258,86831,37853
22,86070,86831,37853
23,85932,86831,37853
24,88440,86831,37853
25,90918,86831,37853
26,78378,86831,37853
27,98988,86831,37853
28,84372,86831,37853
29,85446,86831,37853
30,90174,86831,37853
31,78864,86831,37853
