timestep,tpm,final_tpm,final_nopm
1,0,74761,32522
2,67968,74761,32522
3,83646,74761,32522
4,76308,74761,32522
5,71358,74761,32522
6,90828,74761,32522
7,65214,74761,32522
8,85284,74761,32522
9,84594,74761,32522
10,80454,74761,32522
11,77484,74761,32522
12,74334,74761,32522
13,36996,74761,32522
14,102510,74761,32522
15,76026,74761,32522
16,73626,74761,32522
17,72402,74761,32522
18,78354,74761,32522
19,73266,74761,32522
20,76446,74761,32522
21,67770,74761,32522
22,66714,74761,32522
23,71712,74761,32522
24,66894,74761,32522
25,67002,74761,32522
26,76104,74761,32522
27,78066,74761,32522
28,78870,74761,32522
29,71472,74761,32522
30,70554,74761,32522
31,71874,74761,32522
