timestep,tpm,final_tpm,final_nopm
1,0,30094,13040
2,39456,30094,13040
3,31560,30094,13040
4,30978,30094,13040
5,32934,30094,13040
6,31272,30094,13040
7,30390,30094,13040
8,30672,30094,13040
9,30768,30094,13040
10,30858,30094,13040
11,31308,30094,13040
12,31398,30094,13040
13,31932,30094,13040
14,29286,30094,13040
15,33072,30094,13040
16,30678,30094,13040
17,30894,30094,13040
18,31662,30094,13040
19,27324,30094,13040
20,32670,30094,13040
21,30618,30094,13040
22,31410,30094,13040
23,31158,30094,13040
24,28752,30094,13040
25,29688,30094,13040
26,29124,30094,13040
27,29076,30094,13040
28,28494,30094,13040
29,29118,30094,13040
30,30150,30094,13040
31,29556,30094,13040
