timestep,tpm,final_tpm,final_nopm
1,0,30734,13656
2,22506,30734,13656
3,29604,30734,13656
4,33954,30734,13656
5,34632,30734,13656
6,30840,30734,13656
7,22692,30734,13656
8,36318,30734,13656
9,33306,30734,13656
10,26052,30734,13656
11,30126,30734,13656
12,33756,30734,13656
13,30600,30734,13656
14,25554,30734,13656
15,29712,30734,13656
16,33888,30734,13656
17,35184,30734,13656
18,26946,30734,13656
19,32910,30734,13656
20,32370,30734,13656
21,30234,30734,13656
22,31770,30734,13656
23,32844,30734,13656
24,28128,30734,13656
25,30408,30734,13656
26,30936,30734,13656
27,26832,30734,13656
28,31548,30734,13656
29,33312,30734,13656
30,31452,30734,13656
31,31020,30734,13656
32,29598,30734,13656
