timestep,tpm,final_tpm,final_nopm
1,0,34233,15240
2,23028,34233,15240
3,34542,34233,15240
4,42168,34233,15240
5,35124,34233,15240
6,34344,34233,15240
7,37536,34233,15240
8,35502,34233,15240
9,38784,34233,15240
10,34506,34233,15240
11,39072,34233,15240
12,32808,34233,15240
13,38262,34233,15240
14,28932,34233,15240
15,37698,34233,15240
16,35016,34233,15240
17,40668,34233,15240
18,31608,34233,15240
19,31824,34233,15240
20,39456,34233,15240
21,30138,34233,15240
22,36996,34233,15240
23,34758,34233,15240
24,34944,34233,15240
25,35892,34233,15240
26,31806,34233,15240
27,33480,34233,15240
28,37302,34233,15240
29,31476,34233,15240
30,28710,34233,15240
31,39000,34233,15240
