timestep,tpm,final_tpm,final_nopm
1,0,51914,22236
2,52962,51914,22236
3,64926,51914,22236
4,57108,51914,22236
5,58374,51914,22236
6,51396,51914,22236
7,51498,51914,22236
8,53748,51914,22236
9,54030,51914,22236
10,54900,51914,22236
11,54960,51914,22236
12,49668,51914,22236
13,62160,51914,22236
14,54204,51914,22236
15,51534,51914,22236
16,51096,51914,22236
17,52134,51914,22236
18,53166,51914,22236
19,49260,51914,22236
20,50592,51914,22236
21,53268,51914,22236
22,55392,51914,22236
23,49200,51914,22236
24,52104,51914,22236
25,52008,51914,22236
26,52320,51914,22236
27,55524,51914,22236
28,50076,51914,22236
29,51258,51914,22236
30,54930,51914,22236
31,53580,51914,22236
