timestep,tpm,final_tpm,final_nopm
1,0,95449,41396
2,125532,95449,41396
3,108006,95449,41396
4,98496,95449,41396
5,106380,95449,41396
6,101874,95449,41396
7,88182,95449,41396
8,94824,95449,41396
9,97692,95449,41396
10,93084,95449,41396
11,98718,95449,41396
12,97296,95449,41396
13,97104,95449,41396
14,99594,95449,41396
15,91188,95449,41396
16,98718,95449,41396
17,95580,95449,41396
18,99708,95449,41396
19,90600,95449,41396
20,99240,95449,41396
21,95688,95449,41396
22,92022,95449,41396
23,102804,95449,41396
24,94542,95449,41396
25,96624,95449,41396
26,93042,95449,41396
27,96180,95449,41396
28,95976,95449,41396
29,94020,95449,41396
30,96858,95449,41396
31,94836,95449,41396
